0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0.92041667 0.67967532 0.45005291 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0.78026087 1.17387097 0.86609442 0.31355311 0.25482072 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 1.60477876 1.80146739 1.29390756 0.31188356 0.26571429 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 1.88309278 2.2286 1.58540816 0.3656746 0.29485185 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 3.24176471 3.61677419 2.49724551 0.9287 0.40074627 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 3.69 4.24981132 2.83135135 1.1253012 0.51713376 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 2.64428571 3.60542553 2.54322581 1.29351724 0.63820312 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 3.05533333 5.16517647 4.09056604 2.45031496 1.6279646 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 3.53230769 5.71376623 5.78085106 2.8640367 2.85680412 0.7727 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 10.45454545 10.17138462 9.075 3.51741573 2.18094118 0.87202247 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 13.15571429 13.79 12.68488372 7.29767442 5.95961538 1.02447368 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 11.24512195 10.86393443 9.10416667 4.60791209 3.41012195 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 12.9164 13.00823529 11.05786517 5.4128866 3.50325 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 6.47929825 7.18571429 7.06064516 4.38208333 3.64636364 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 9.51279412 9.34120482 6.70591837 4.38708333 1.28383562 1.18984848 1.08648148 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 10.10625 9.69675 8.07726316 6.79806452 4.13867647 2.75894737 2.61422222 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 8.532 8.11097561 7.23098901 6.87782609 4.61852459 3.34978723 3.18540541 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 10.91446154 10.79904762 8.16319149 6.30909091 4.5834375 3.48693878 5.91617647 2.25888889 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 5.94920635 5.68938272 4.93123596 4.62977778 3.0575 1.82021277 3.95470588 2.39823529 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 7.83560606 9.34170732 5.36139535 3.66069767 1.6052459 0. 1.7728947 1.85863636 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 7.05084746 8.32375 4.39448276 2.77807229 1.65737705 0. 1.92714286 1.95047619 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 8.49306122 9.65652174 8.25512821 6.18683544 3.791 2.24642857 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 9.6772093 8.20492308 7.05863014 3.21868421 2.09109091 2.87942857 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 8.66833333 6.89741379 9.47720588 5.09708333 4.34150943 5.93294118 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 9.18176471 7.27636364 8.31483871 3.54637681 2.25666667 2.80444444 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 3.2521875 2.6688 4.15903226 1.69986111 2.05517857 2.29636364 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 5.62648649 5.44693878 2.22327586 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 10.82111111 10.0888 2.45462963 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 9.98461538 10.0896 2.50245283 0. 0. 2.9375 2.77933333 3.24764706 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 11.13142857 10.0904 2.50226415 0. 0. 3.64827586 7.25217391 6.905 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 3.35793103 2.93395349 0. 0. 0. 5.292 11.92 12.28444444 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3.92148148 9.27555556 12.29333333 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 5.72882353 3.82393939 3.4025641 0. 0. 0. 4.91294118 5.03272727 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 6.49 4.85269231 4.28225806 3.55388889 3.35944444 4.238 4.64055556 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 19.476 14.56153846 9.15517241 7.52764706 6.53783784 8.4768 5.22125 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 19.462 18.93 18.10772727 15.3588 13.95923077 15.8985 7.59727273 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 12.824 15.7425 15.61294118 20.21210526 22.685625 21.202 9.2888888 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 16.642 18.90333333 16.95285714 16.05466667 21.85636364 22.036 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
